university_name,country,qs_rank,program_name,standardized_program_name,degree_type,program_level,program_category,program_duration_years,tuition_fee_usd,scholarship_available,min_ielts_overall,min_ielts_band,toefl_score,duolingo_score,min_gpa,gre_required,min_gre_score,work_experience_required,field_requirements
Universität Bayreuth,Germany,448,Bachelor of Arts in Linguistics,Linguistics,BA,bachelors,arts,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Human Resource Management,Human Resource Management,BSc,bachelors,business,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; Mathematics proficiency preferred
Universität Bayreuth,Germany,448,Bachelor of Arts in Psychology,Psychology,BA,bachelors,social_science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Universität Bayreuth,Germany,448,Bachelor of Laws,Law,LLB,bachelors,law,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical skills preferred
Universität Bayreuth,Germany,448,Bachelor of Commerce in Supply Chain Management,Supply Chain Management,BCom,bachelors,business,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; Mathematics proficiency preferred
Universität Bayreuth,Germany,448,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Information Technology,Information Technology,BSc,bachelors,cs,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Environmental Science,Environmental Science,BSc,bachelors,science,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Universität Bayreuth,Germany,448,Bachelor of Laws in Corporate Law,Corporate Law,LLB,bachelors,law,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical skills preferred
Universität Bayreuth,Germany,448,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Universität Bayreuth,Germany,448,Bachelor of Arts in Anthropology,Anthropology,BA,bachelors,social_science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Universität Bayreuth,Germany,448,Master of Architecture,Architecture,MArch,masters,architecture,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
Universität Bayreuth,Germany,448,Master of Science in Biotechnology,Biotechnology,MSc,masters,science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Universität Bayreuth,Germany,448,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Universität Bayreuth,Germany,448,Master of Fine Arts,Fine Arts,MFA,masters,arts,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree in Humanities required
Universität Bayreuth,Germany,448,Master of Science in Biomedical Engineering,Biomedical Engineering,MSc,masters,engineering,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Universität Bayreuth,Germany,448,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Universität Bayreuth,Germany,448,Master of Science in Nutrition,Nutrition,MSc,masters,health,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Universität Bayreuth,Germany,448,Master of Science in International Business,International Business,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Bayreuth,Germany,448,Master of Laws in International Law,International Law,LLM,masters,law,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,LLB or equivalent law degree required
Universität Bayreuth,Germany,448,Master of Science in Bioinformatics,Bioinformatics,MSc,masters,science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Universität Bayreuth,Germany,448,Master of Science in Software Engineering,Software Engineering,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Universität Bayreuth,Germany,448,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Bayreuth,Germany,448,Master of Science in Civil Engineering,Civil Engineering,MSc,masters,engineering,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Universität Bayreuth,Germany,448,Master of Science in Sustainable Design,Sustainable Design,MSc,masters,architecture,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
Universität Bayreuth,Germany,448,Master of Science in Nursing,Nursing,MSc,masters,health,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Laws,Law,LLB,bachelors,law,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Environmental Science,Environmental Science,BSc,bachelors,science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Artificial Intelligence,Artificial Intelligence,BSc,bachelors,cs,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Urban Planning,Urban Planning,BSc,bachelors,architecture,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Arts in English Literature,English Literature,BA,bachelors,arts,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Pharmacy,Pharmacy,BPharm,bachelors,health,4.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; Mathematics proficiency preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,No specific background required; passion for teaching preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Arts in Philosophy,Philosophy,BA,bachelors,arts,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Johannes Gutenberg Universität Mainz,Germany,452,Bachelor of Science in Physics,Physics,BSc,bachelors,science,3.0,700,No,6.0,6.5,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Computer Science,Computer Science,MSc,masters,cs,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Johannes Gutenberg Universität Mainz,Germany,452,Master of Design in Interior Design,Interior Design,MDes,masters,architecture,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Laws in International Law,International Law,LLM,masters,law,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,LLB or equivalent law degree required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Arts in Journalism,Journalism,MA,masters,arts,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree in Humanities required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Arts in Political Science,Political Science,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Nutrition,Nutrition,MSc,masters,health,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Chemistry,Chemistry,MSc,masters,science,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Physics,Physics,MSc,masters,science,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Biomedical Engineering,Biomedical Engineering,MSc,masters,engineering,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Engineering in Mechanical Engineering,Mechanical Engineering,MEng,masters,engineering,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Accounting,Accounting,MSc,masters,business,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Johannes Gutenberg Universität Mainz,Germany,452,Master of Science in Cybersecurity,Cybersecurity,MSc,masters,cs,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Essex,UK,456,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,17000,No,5.5,6.0,75,105,2.5,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Essex,UK,456,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Strong background in Mathematics and Physics required
University of Essex,UK,456,Bachelor of Science in Mechanical Engineering,Mechanical Engineering,BSc,bachelors,engineering,3.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Strong background in Mathematics and Physics required
University of Essex,UK,456,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,19000,Yes,5.5,6.0,75,105,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
University of Essex,UK,456,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
University of Essex,UK,456,Bachelor of Science in Urban Planning,Urban Planning,BSc,bachelors,architecture,3.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
University of Essex,UK,456,Bachelor of Arts in Philosophy,Philosophy,BA,bachelors,arts,3.0,16000,No,5.5,6.0,75,105,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
University of Essex,UK,456,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,16000,No,5.5,6.0,75,105,2.5,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Essex,UK,456,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,20000,Yes,5.5,6.0,75,105,2.5,0,0,0,Strong background in Biology and Chemistry preferred
University of Essex,UK,456,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,17000,No,5.5,6.0,75,105,2.5,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Essex,UK,456,Bachelor of Science in Chemical Engineering,Chemical Engineering,BSc,bachelors,engineering,3.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Strong background in Mathematics and Physics required
University of Essex,UK,456,Bachelor of Science in Marketing,Marketing,BSc,bachelors,business,3.0,19000,Yes,5.5,6.0,75,105,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
University of Essex,UK,456,Bachelor of Science in Cybersecurity,Cybersecurity,BSc,bachelors,cs,3.0,18000,No,5.5,6.0,75,105,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
University of Essex,UK,456,Master of Science in International Business,International Business,MSc,masters,business,1.0,22000,Yes,6.0,6.5,80,110,2.8,0,0,0,Undergraduate degree in any discipline; work experience preferred
University of Essex,UK,456,Master of Architecture,Architecture,MArch,masters,architecture,1.0,20500,No,6.0,6.5,80,110,2.8,0,0,0,Architecture or related design undergraduate degree required; portfolio required
University of Essex,UK,456,Master of Science in Nursing,Nursing,MSc,masters,health,1.0,22000,No,6.0,6.5,80,110,2.8,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Royal Holloway University of London,UK,461,Bachelor of Engineering in Software Engineering,Software Engineering,BEng,bachelors,cs,4.0,20500,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Mathematics; basic programming skills preferred
Royal Holloway University of London,UK,461,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,19000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; Mathematics proficiency preferred
Royal Holloway University of London,UK,461,Bachelor of Commerce in Supply Chain Management,Supply Chain Management,BCom,bachelors,business,3.0,19000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; Mathematics proficiency preferred
Royal Holloway University of London,UK,461,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,20000,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Mathematics and Physics required
Royal Holloway University of London,UK,461,Bachelor of Science in Biology,Biology,BSc,bachelors,science,3.0,17000,Yes,6.0,6.5,83,110,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Royal Holloway University of London,UK,461,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,19500,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Royal Holloway University of London,UK,461,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,18000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong analytical and writing skills preferred
Royal Holloway University of London,UK,461,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,19000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Royal Holloway University of London,UK,461,Bachelor of Laws in International Law,International Law,LLB,bachelors,law,3.0,21000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong analytical skills preferred
Royal Holloway University of London,UK,461,Bachelor of Education,Education,BEd,bachelors,education,4.0,17000,Yes,6.0,6.5,83,110,2.6,0,0,0,No specific background required; passion for teaching preferred
Royal Holloway University of London,UK,461,Bachelor of Science in Information Technology,Information Technology,BSc,bachelors,cs,3.0,20500,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Mathematics; basic programming skills preferred
Royal Holloway University of London,UK,461,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,19000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; Mathematics proficiency preferred
Royal Holloway University of London,UK,461,Bachelor of Science in Mechanical Engineering,Mechanical Engineering,BSc,bachelors,engineering,3.0,20000,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Mathematics and Physics required
Royal Holloway University of London,UK,461,Bachelor of Engineering in Environmental Engineering,Environmental Engineering,BEng,bachelors,engineering,4.0,20000,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Mathematics and Physics required
Royal Holloway University of London,UK,461,Bachelor of Science in Environmental Science,Environmental Science,BSc,bachelors,science,3.0,17000,Yes,6.0,6.5,83,110,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Royal Holloway University of London,UK,461,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,19500,No,6.0,6.5,83,110,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Royal Holloway University of London,UK,461,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,18000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong analytical and writing skills preferred
Royal Holloway University of London,UK,461,Bachelor of Arts in History,History,BA,bachelors,arts,3.0,19000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Royal Holloway University of London,UK,461,Bachelor of Laws in Corporate Law,Corporate Law,LLB,bachelors,law,3.0,21000,No,6.0,6.5,83,110,2.6,0,0,0,No specific background required; strong analytical skills preferred
Royal Holloway University of London,UK,461,Master of Science in Physics,Physics,MSc,masters,science,1.0,22500,No,6.5,7.0,88,115,2.9,0,0,0,Undergraduate degree in relevant Science field required
Royal Holloway University of London,UK,461,Master of Laws in Corporate Law,Corporate Law,LLM,masters,law,1.0,26000,No,6.5,7.0,88,115,2.9,0,0,0,LLB or equivalent law degree required
Royal Holloway University of London,UK,461,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.0,23500,No,6.5,7.0,88,115,2.9,0,0,0,Undergraduate degree in any discipline; work experience preferred
Royal Holloway University of London,UK,461,Master of Arts in Political Science,Political Science,MA,masters,social_science,1.0,20000,No,6.5,7.0,88,115,2.9,0,0,0,Relevant undergraduate degree required; research experience preferred
Royal Holloway University of London,UK,461,Master of Science in Information Systems,Information Systems,MSc,masters,cs,1.0,22000,No,6.5,7.0,88,115,2.9,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Royal Holloway University of London,UK,461,Master of Science in Biotechnology,Biotechnology,MSc,masters,science,1.0,22500,No,6.5,7.0,88,115,2.9,0,0,0,Undergraduate degree in relevant Science field required
Royal Holloway University of London,UK,461,Master of Design in Interior Design,Interior Design,MDes,masters,architecture,1.0,23000,No,6.5,7.0,88,115,2.9,0,0,0,Architecture or related design undergraduate degree required; portfolio required
Royal Holloway University of London,UK,461,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.0,23000,No,6.5,7.0,88,115,2.9,0,0,0,Undergraduate degree in Engineering or related STEM field required
Royal Holloway University of London,UK,461,Master of Fine Arts,Fine Arts,MFA,masters,arts,1.0,20500,No,6.5,7.0,88,115,2.9,0,0,0,Relevant undergraduate degree in Humanities required
Royal Holloway University of London,UK,461,Master of Science in Finance,Finance,MSc,masters,business,1.0,23500,No,6.5,7.0,88,115,2.9,0,0,0,Undergraduate degree in any discipline; work experience preferred
Royal Holloway University of London,UK,461,Master of Science in Pharmacy,Pharmacy,MSc,masters,health,1.0,24000,No,6.5,7.0,88,115,2.9,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Concordia University,Canada,465,Bachelor of Design in Interior Design,Interior Design,BDes,bachelors,architecture,4.0,13500,No,6.0,6.5,81,110,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Concordia University,Canada,465,Bachelor of Science in Computer Science,Computer Science,BSc,bachelors,cs,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Concordia University,Canada,465,Bachelor of Science in Artificial Intelligence,Artificial Intelligence,BSc,bachelors,cs,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Concordia University,Canada,465,Bachelor of Science in Finance,Finance,BSc,bachelors,business,3.0,15500,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Concordia University,Canada,465,Bachelor of Science in Mechanical Engineering,Mechanical Engineering,BSc,bachelors,engineering,3.0,14000,Yes,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics and Physics required
Concordia University,Canada,465,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,14000,Yes,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics and Physics required
Concordia University,Canada,465,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,12000,No,6.0,6.5,81,110,2.5,0,0,0,Strong foundation in Mathematics and Science subjects required
Concordia University,Canada,465,Bachelor of Nursing,Nursing,BN,bachelors,health,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Concordia University,Canada,465,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Concordia University,Canada,465,Bachelor of Arts in Anthropology,Anthropology,BA,bachelors,social_science,3.0,13000,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong analytical and writing skills preferred
Concordia University,Canada,465,Bachelor of Arts in History,History,BA,bachelors,arts,3.0,13000,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Concordia University,Canada,465,Bachelor of Laws in International Law,International Law,LLB,bachelors,law,3.0,15500,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong analytical skills preferred
Concordia University,Canada,465,Bachelor of Design in Industrial Design,Industrial Design,BDes,bachelors,architecture,4.0,13500,No,6.0,6.5,81,110,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Concordia University,Canada,465,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Concordia University,Canada,465,Bachelor of Science in Computer Networks,Computer Networks,BSc,bachelors,cs,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Concordia University,Canada,465,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.5,16500,No,6.5,7.0,86,115,2.8,1,298,0,Undergraduate degree in Engineering or related STEM field required
Concordia University,Canada,465,Master of Science in Artificial Intelligence,Artificial Intelligence,MSc,masters,cs,1.5,15500,No,6.5,7.0,86,115,2.8,1,298,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Concordia University,Canada,465,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.5,15000,No,6.5,7.0,86,115,2.8,1,298,0,Relevant undergraduate degree required; research experience preferred
Concordia University,Canada,465,Master of Science in Environmental Engineering,Environmental Engineering,MSc,masters,engineering,1.5,16500,No,6.5,7.0,86,115,2.8,1,298,0,Undergraduate degree in Engineering or related STEM field required
Concordia University,Canada,465,Master of Science in Machine Learning,Machine Learning,MSc,masters,cs,1.5,15500,No,6.5,7.0,86,115,2.8,1,298,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Concordia University,Canada,465,Master of Fine Arts,Fine Arts,MFA,masters,arts,2.0,14000,No,6.5,7.0,86,115,2.8,1,298,0,Relevant undergraduate degree in Humanities required
Concordia University,Canada,465,Master of Science in Mathematics,Mathematics,MSc,masters,science,1.5,14000,No,6.5,7.0,86,115,2.8,1,298,0,Undergraduate degree in relevant Science field required
Concordia University,Canada,465,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,1.5,15500,No,6.5,7.0,86,115,2.8,1,298,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Concordia University,Canada,465,Master of Arts in Philosophy,Philosophy,MA,masters,arts,1.5,14000,No,6.5,7.0,86,115,2.8,1,298,0,Relevant undergraduate degree in Humanities required
Concordia University,Canada,465,Master of Science in Environmental Science,Environmental Science,MSc,masters,science,1.5,14000,No,6.5,7.0,86,115,2.8,1,298,0,Undergraduate degree in relevant Science field required
Concordia University,Canada,465,Master of Science in Finance,Finance,MSc,masters,business,1.5,15500,Yes,6.5,7.0,86,115,2.8,1,298,0,Undergraduate degree in any discipline; work experience preferred
Concordia University,Canada,465,Master of Laws in International Law,International Law,LLM,masters,law,1.5,18000,No,6.5,7.0,86,115,2.8,1,298,0,LLB or equivalent law degree required
Laval University,Canada,469,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,11000,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Laval University,Canada,469,Bachelor of Education,Education,BEd,bachelors,education,4.0,10500,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; passion for teaching preferred
Laval University,Canada,469,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,14000,Yes,6.0,6.5,81,110,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Laval University,Canada,469,Bachelor of Engineering in Environmental Engineering,Environmental Engineering,BEng,bachelors,engineering,4.0,12000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics and Physics required
Laval University,Canada,469,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Laval University,Canada,469,Bachelor of Arts in History,History,BA,bachelors,arts,3.0,11000,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Laval University,Canada,469,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,10500,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; passion for teaching preferred
Laval University,Canada,469,Bachelor of Science in Finance,Finance,BSc,bachelors,business,3.0,14000,Yes,6.0,6.5,81,110,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Laval University,Canada,469,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,12000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics and Physics required
Laval University,Canada,469,Bachelor of Science in Medical Laboratory Science,Medical Laboratory Science,BSc,bachelors,health,3.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Laval University,Canada,469,Master of Arts in Sociology,Sociology,MA,masters,social_science,1.5,12000,No,6.5,7.0,86,115,2.8,1,297,0,Relevant undergraduate degree required; research experience preferred
